#[0]step() [1]time(s) [2]x_mean(m) [3]y_mean(m) [4]z_mean(m) [5]px_mean(kg*m/s) [6]py_mean(kg*m/s) [7]pz_mean(kg*m/s) [8]gamma_mean() [9]x_rms(m) [10]y_rms(m) [11]z_rms(m) [12]px_rms(kg*m/s) [13]py_rms(kg*m/s) [14]pz_rms(kg*m/s) [15]gamma_rms() [16]emittance_x(m) [17]emittance_y(m) [18]emittance_z(m) [19]alpha_x() [20]alpha_y() [21]beta_x(m) [22]beta_y(m) [23]charge(C)
119 4.36860900000000e-09 5.06760593561252e-10 -3.81101271608695e-03 7.93038037585860e-03 2.08263038560482e-31 -1.58280788461955e-24 6.74681237939496e-24 1.00032191846916e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
120 4.40532000000000e-09 5.15188968371917e-10 -3.87504280430767e-03 8.20212890690604e-03 2.10114751266548e-31 -1.59586955150550e-24 6.74373475525719e-24 1.00032191846911e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
121 4.44203100000000e-09 5.23690477183761e-10 -3.93959899064060e-03 8.47375293962259e-03 2.11900165187220e-31 -1.60892523419871e-24 6.74063184497524e-24 1.00032191846913e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
122 4.47874200000000e-09 5.32262710765467e-10 -4.00468103301344e-03 8.74525145545226e-03 2.13734817539256e-31 -1.62197488557590e-24 6.73750365812499e-24 1.00032191846909e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
123 4.51545300000000e-09 5.40912045708607e-10 -4.07028868752865e-03 9.01662343630599e-03 2.15737037072712e-31 -1.63501845676041e-24 6.73435020854929e-24 1.00032191846918e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
124 4.55216400000000e-09 5.49645607057562e-10 -4.13642170817580e-03 9.28786786474323e-03 2.17653180953175e-31 -1.64805589684013e-24 6.73117150807874e-24 1.00032191846935e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
125 4.58887500000000e-09 5.58449334268280e-10 -4.20307984695498e-03 9.55898372362811e-03 2.19337569975544e-31 -1.66108715679076e-24 6.72796756652177e-24 1.00032191846940e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
126 4.62558600000000e-09 5.67318614361167e-10 -4.27026285390575e-03 9.82996999631046e-03 2.21012073441495e-31 -1.67411218791391e-24 6.72473839597002e-24 1.00032191846936e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
127 4.66229700000000e-09 5.76257263792401e-10 -4.33797047710436e-03 1.01008256666287e-02 2.22748020651516e-31 -1.68713094139176e-24 6.72148401045455e-24 1.00032191846938e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
128 4.69900800000000e-09 5.85266416902595e-10 -4.40620246265695e-03 1.03715497190632e-02 2.24394804442082e-31 -1.70014336833377e-24 6.71820442218382e-24 1.00032191846948e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
129 4.73571900000000e-09 5.94337755056336e-10 -4.47495855470030e-03 1.06421411384359e-02 2.25935457652710e-31 -1.71314941994125e-24 6.71489964158477e-24 1.00032191846949e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
130 4.77243000000000e-09 6.03471045474364e-10 -4.54423849540871e-03 1.09125989100675e-02 2.27568554437246e-31 -1.72614904746685e-24 6.71156968106389e-24 1.00032191846940e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
131 4.80914100000000e-09 6.12673969527430e-10 -4.61404202499118e-03 1.11829220197796e-02 2.29260721979599e-31 -1.73914220215825e-24 6.70821455494427e-24 1.00032191846937e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
132 4.84585200000000e-09 6.21943605439477e-10 -4.68436888169388e-03 1.14531094540468e-02 2.30867248657683e-31 -1.75212883532630e-24 6.70483427580483e-24 1.00032191846942e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
133 4.88256300000000e-09 6.31275974519759e-10 -4.75521880180254e-03 1.17231601997044e-02 2.32475845815136e-31 -1.76510889825880e-24 6.70142885446257e-24 1.00032191846937e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
134 4.91927400000000e-09 6.40675222286790e-10 -4.82659151963848e-03 1.19930732440986e-02 2.34297500966046e-31 -1.77808234215862e-24 6.69799830363230e-24 1.00032191846922e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
135 4.95598500000000e-09 6.50154370255846e-10 -4.89848676755563e-03 1.22628475750891e-02 2.36185577965677e-31 -1.79104911848455e-24 6.69454263817149e-24 1.00032191846914e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
136 4.99269600000001e-09 6.59705748816559e-10 -4.97090427596417e-03 1.25324821812191e-02 2.37977985865188e-31 -1.80400917875548e-24 6.69106187102803e-24 1.00032191846914e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
137 5.02940700000001e-09 6.69329319092758e-10 -5.04384377331156e-03 1.28019760513917e-02 2.39829536099496e-31 -1.81696247617434e-24 6.68755601319930e-24 1.00032191846907e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
138 5.06611800000001e-09 6.79029885322587e-10 -5.11730498623742e-03 1.30713281750363e-02 2.41765061263819e-31 -1.82990896217755e-24 6.68402507991970e-24 1.00032191846913e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
139 5.10282900000001e-09 6.88809409502939e-10 -5.19128763927628e-03 1.33405375422833e-02 2.43578156989216e-31 -1.84284858623198e-24 6.68046908444186e-24 1.00032191846928e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
140 5.13954000000001e-09 6.98656064950407e-10 -5.26579145499593e-03 1.36096031436300e-02 2.45209528760398e-31 -1.85578129976186e-24 6.67688803804512e-24 1.00032191846931e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
141 5.17625100000001e-09 7.08567036038053e-10 -5.34081615401703e-03 1.38785239701158e-02 2.46871744002263e-31 -1.86870705439844e-24 6.67328195422735e-24 1.00032191846925e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
142 5.21296200000001e-09 7.18547623588960e-10 -5.41636145501010e-03 1.41472990133254e-02 2.48574645609656e-31 -1.88162580165940e-24 6.66965084838947e-24 1.00032191846926e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
143 5.24967300000001e-09 7.28595805062169e-10 -5.49242707468941e-03 1.44159272655392e-02 2.50173804090899e-31 -1.89453749305723e-24 6.66599473414994e-24 1.00032191846933e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
144 5.28638400000001e-09 7.38705243951774e-10 -5.56901272781848e-03 1.46844077194392e-02 2.51714308912210e-31 -1.90744208018955e-24 6.66231362337294e-24 1.00032191846931e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
145 5.32309500000001e-09 7.48877550776429e-10 -5.64611812721168e-03 1.49527393682616e-02 2.53395283997887e-31 -1.92033951463708e-24 6.65860752985278e-24 1.00032191846920e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
146 5.35980600000001e-09 7.59122433333848e-10 -5.72374298373117e-03 1.52209212058001e-02 2.55134614521690e-31 -1.93322974805861e-24 6.65487646935192e-24 1.00032191846915e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
147 5.39651700000001e-09 7.69434885784508e-10 -5.80188700629632e-03 1.54889522265609e-02 2.56786359129829e-31 -1.94611273219153e-24 6.65112045585525e-24 1.00032191846917e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
148 5.43322800000001e-09 7.79812856779656e-10 -5.88054990188039e-03 1.57568314254642e-02 2.58493655843636e-31 -1.95898841866655e-24 6.64733950152490e-24 1.00032191846910e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
149 5.46993900000001e-09 7.90262873749228e-10 -5.95973137550554e-03 1.60245577979966e-02 2.60447988644355e-31 -1.97185675904997e-24 6.64353362260154e-24 1.00032191846909e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
150 5.50665000000001e-09 8.00798314063766e-10 -6.03943113024256e-03 1.62921303403868e-02 2.62430084456031e-31 -1.98471770715023e-24 6.63970283332817e-24 1.00032191846922e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
151 5.54336100000001e-09 8.11408037342473e-10 -6.11964886739157e-03 1.65595480492686e-02 2.64201250147005e-31 -1.99757121483374e-24 6.63584714594032e-24 1.00032191846929e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
152 5.58007200000001e-09 8.22086188384570e-10 -6.20038428614515e-03 1.68268099218570e-02 2.65935744496351e-31 -2.01041723192781e-24 6.63196657495177e-24 1.00032191846926e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
153 5.61678300000001e-09 8.32835667617115e-10 -6.28163708376078e-03 1.70939149559553e-02 2.67715235340485e-31 -2.02325571029592e-24 6.62806113689938e-24 1.00032191846930e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
154 5.65349400000001e-09 8.43657200181530e-10 -6.36340695555253e-03 1.73608621501106e-02 2.69389374520150e-31 -2.03608660169899e-24 6.62413084643476e-24 1.00032191846941e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
155 5.69020500000001e-09 8.54541572282416e-10 -6.44569359489087e-03 1.76276505033070e-02 2.70937169467634e-31 -2.04890985801292e-24 6.62017571638968e-24 1.00032191846942e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
156 5.72691600000001e-09 8.65487817596291e-10 -6.52849669321242e-03 1.78942790151255e-02 2.72559141479304e-31 -2.06172543119433e-24 6.61619576162229e-24 1.00032191846934e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
157 5.76362700000001e-09 8.76502879223882e-10 -6.61181594001658e-03 1.81607466857472e-02 2.74250072200893e-31 -2.07453327317519e-24 6.61219099889533e-24 1.00032191846933e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
158 5.80033800000001e-09 8.87585370375604e-10 -6.69565102286695e-03 1.84270525161040e-02 2.75870236415106e-31 -2.08733333595818e-24 6.60816144322437e-24 1.00032191846938e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
159 5.83704900000001e-09 8.98730975867585e-10 -6.78000162739544e-03 1.86931955075867e-02 2.77483857050282e-31 -2.10012557154236e-24 6.60410710785890e-24 1.00032191846933e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
160 5.87376000000001e-09 9.09943483638321e-10 -6.86486743729809e-03 1.89591746621948e-02 2.79303462997132e-31 -2.11290993183406e-24 6.60002800793308e-24 1.00032191846918e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
161 5.91047100000001e-09 9.21235702905556e-10 -6.95024813433171e-03 1.92249889825386e-02 2.81232940329122e-31 -2.12568636897449e-24 6.59592416078099e-24 1.00032191846910e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
162 5.94718200000001e-09 9.32603677279595e-10 -7.03614339833619e-03 1.94906374720143e-02 2.83064201188452e-31 -2.13845483704097e-24 6.59179558177887e-24 1.00032191846916e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
163 5.98389300000001e-09 9.44043449410414e-10 -7.12255290736795e-03 1.97561191344708e-02 2.84847586455496e-31 -2.15121528812395e-24 6.58764228433406e-24 1.00032191846916e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
164 6.02060400000001e-09 9.55555119097814e-10 -7.20947633740674e-03 2.00214329743849e-02 2.86704597980676e-31 -2.16396767255862e-24 6.58346428605098e-24 1.00032191846923e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
165 6.05731500000001e-09 9.67144518938336e-10 -7.29691336250731e-03 2.02865779970240e-02 2.88480779092257e-31 -2.17671194240069e-24 6.57926160260781e-24 1.00032191846938e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
166 6.09402600000001e-09 9.78799303468123e-10 -7.38486365478616e-03 2.05515532081280e-02 2.90058054906874e-31 -2.18944804978047e-24 6.57503424780355e-24 1.00032191846943e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
167 6.13073700000001e-09 9.90515791463193e-10 -7.47332688444111e-03 2.08163576140762e-02 2.91643013194811e-31 -2.20217594703082e-24 6.57078223754106e-24 1.00032191846938e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
168 6.16744800000001e-09 1.00229828315871e-09 -7.56230271974787e-03 2.10809902218899e-02 2.93331154516825e-31 -2.21489558641564e-24 6.56650558960927e-24 1.00032191846939e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
169 6.20415900000001e-09 1.01415079223725e-09 -7.65179082705800e-03 2.13454500393818e-02 2.94985733231708e-31 -2.22760692024927e-24 6.56220432004799e-24 1.00032191846947e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
170 6.24087000000002e-09 1.02606660072712e-09 -7.74179087080484e-03 2.16097360748655e-02 2.96571849548348e-31 -2.24030990088748e-24 6.55787844314236e-24 1.00032191846946e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
171 6.27758100000002e-09 1.03804691027893e-09 -7.83230251350113e-03 2.18738473373047e-02 2.98294902902267e-31 -2.25300448061435e-24 6.55352797505686e-24 1.00032191846934e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
172 6.31429200000002e-09 1.05010155287056e-09 -7.92332541573553e-03 2.21377828363155e-02 3.00182813652740e-31 -2.26569061181057e-24 6.54915293411395e-24 1.00032191846930e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
173 6.35100300000002e-09 1.06223397982061e-09 -8.01485923618393e-03 2.24015415823379e-02 3.02059379706985e-31 -2.27836824889710e-24 6.54475333670845e-24 1.00032191846938e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
174 6.38771400000002e-09 1.07443982571765e-09 -8.10690363176231e-03 2.26651225863088e-02 3.03843194795657e-31 -2.29103734435711e-24 6.54032919726470e-24 1.00032191846942e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
175 6.42442500000002e-09 1.08671598261371e-09 -8.19945825731804e-03 2.29285248598308e-02 3.05654003174929e-31 -2.30369784883071e-24 6.53588053241695e-24 1.00032191846936e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
176 6.46113600000002e-09 1.09906773342671e-09 -8.29252276578997e-03 2.31917474151810e-02 3.07437251964627e-31 -2.31634971477679e-24 6.53140736083127e-24 1.00032191846937e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
177 6.49784700000002e-09 1.11148757463954e-09 -8.38609680819490e-03 2.34547892654658e-02 3.09047527651528e-31 -2.32899289465621e-24 6.52690969928302e-24 1.00032191846945e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
178 6.53455800000002e-09 1.12396907255414e-09 -8.48018003364110e-03 2.37176494243141e-02 3.10598530619065e-31 -2.34162734111448e-24 6.52238756273001e-24 1.00032191846943e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 0.00000000000000e+00 -nan -nan -nan -nan -1.60217663400000e-19
