step,t,phi_body,Q_body,I_emit,I_body,I_escape,I_amb_e,I_amb_i,F_beam_N,F_beam_y_N,F_net_N,F_lorentz_z_N,F_lorentz_y_N,F_lorentz_beam_z_N,F_thrust_N,pct_body,pct_escape,pct_inflight,beam_escape_KE_mean
4200,1.541768e-07,2.174071e+00,1.290450e-12,3.445784e-04,0.000000e+00,0.000000e+00,8.521369e-07,5.015181e-07,0.000000e+00,0.000000e+00,-6.080769e-13,-1.350963e-10,-1.850893e-09,-1.362492e-10,1.350963e-10,0.0000,0.0000,100.0000,nan
4300,1.578477e-07,4.254750e+00,2.525466e-12,3.428850e-04,0.000000e+00,0.000000e+00,6.865916e-06,4.171920e-07,0.000000e+00,0.000000e+00,-5.947017e-12,-7.619492e-10,-4.640173e-09,-7.624225e-10,7.619492e-10,0.0000,0.0000,100.0000,nan
4400,1.615186e-07,6.175543e+00,3.665580e-12,3.414335e-04,0.000000e+00,2.373494e-04,3.117845e-05,3.284278e-07,9.270867e-09,-4.651454e-09,-2.261380e-11,-1.548051e-09,-6.577053e-09,-1.547250e-09,1.081892e-08,0.0000,22.0471,77.9529,1.690372e+02
4500,1.651895e-07,7.817035e+00,4.639911e-12,3.404054e-04,0.000000e+00,3.382584e-04,7.515227e-05,1.686521e-07,1.293687e-08,-6.636869e-09,-2.902364e-11,-1.630693e-09,-6.712003e-09,-1.625171e-09,1.456757e-08,0.0000,40.6227,59.3773,1.636185e+02
4600,1.688603e-07,9.143917e+00,5.427500e-12,3.417057e-04,0.000000e+00,3.368976e-04,1.273279e-04,1.730903e-07,1.279200e-08,-6.610445e-09,6.550533e-12,-1.640886e-09,-6.709634e-09,-1.626125e-09,1.443288e-08,0.0000,51.8862,48.1138,1.617693e+02
4700,1.725312e-07,1.016730e+01,6.034941e-12,3.430664e-04,0.000000e+00,3.381979e-04,1.776794e-04,8.876427e-08,1.276044e-08,-6.638859e-09,5.154517e-11,-1.663400e-09,-6.753654e-09,-1.635017e-09,1.442384e-08,0.0000,59.5082,40.4918,1.601705e+02
4800,1.762021e-07,1.092955e+01,6.487387e-12,3.436410e-04,0.000000e+00,3.398308e-04,2.204150e-04,2.662928e-08,1.276251e-08,-6.657480e-09,1.215044e-10,-1.693679e-09,-6.802855e-09,-1.646118e-09,1.445619e-08,0.0000,65.0426,34.9574,1.588708e+02
4900,1.798730e-07,1.143802e+01,6.789195e-12,3.405566e-04,0.000000e+00,3.410404e-04,2.583573e-04,1.775285e-08,1.277482e-08,-6.680627e-09,1.884011e-10,-1.728074e-09,-6.811472e-09,-1.653317e-09,1.450289e-08,0.0000,69.3332,30.6668,1.582120e+02
5000,1.835438e-07,1.178911e+01,6.997591e-12,3.417964e-04,0.000000e+00,3.437317e-04,2.850265e-04,0.000000e+00,1.284165e-08,-6.728016e-09,2.398222e-10,-1.750487e-09,-6.806801e-09,-1.645936e-09,1.459213e-08,0.0000,72.7463,27.2537,1.575076e+02
5100,1.872147e-07,1.202911e+01,7.140047e-12,3.389236e-04,0.000000e+00,3.395284e-04,3.001209e-04,4.438213e-09,1.266425e-08,-6.643939e-09,2.701204e-10,-1.771446e-09,-6.802701e-09,-1.638503e-09,1.443569e-08,0.0000,75.4283,24.5717,1.570851e+02
